文件路径,组件类型,父组件,导入的API函数,URL,说明,来自子组件,子组件路径,导入的组件,是否有API调用
"studentEvaluate","1级路由","","getZhcpXscjMx","/zhcp/v3/zhcpXs/getZhcpXscjMx","getZhcpXscjMx","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","getZhcpXscjMx","/zhcp/v3/zhcpXs/getZhcpXscjMx","getZhcpXscjMx","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","sendZtcypf","/zhcp/v3/zhcpZtcypfShjl/sendZtcypf","sendZtcypf","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","zhcpZtcypfShjlQuery","/zhcp/v3/zhcpZtcypfShjl/query","zhcpZtcypfShjlQuery","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","detail","/views/modules/zhcp/xszp/components/detail.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","editzjcp","/views/modules/zhcp/xszp/components/editzjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","editzjcp","/views/modules/zhcp/xszp/components/editzjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","editzjcp","/views/modules/zhcp/xszp/components/editzjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","editzjcp","/views/modules/zhcp/xszp/components/editzjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","editzjcp","/views/modules/zhcp/xszp/components/editzjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","editzjcp","/views/modules/zhcp/xszp/components/editzjcp.vue","submit, zjcp, detail, editzjcp","是"
"evaluateSubmit","1级路由","","getYjzbByPcAndZt","/zhcp/v3/zhcpYjzb/getYjzbByPcAndZt","getYjzbByPcAndZt","","","index","是"
"evaluateSubmit","1级路由","","getEjzbByPcZt","/zhcp/v3/zhcpEjzb/getEjzbByPcZt","getEjzbByPcZt","","","index","是"
"evaluateSubmit","1级路由","","zhcpZbxQuery","/zhcp/v3/zhcpZbx/query","zhcpZbxQuery","","","index","是"
"evaluateSubmit","1级路由","","sendZtcypf","/zhcp/v3/zhcpZtcypfShjl/sendZtcypf","sendZtcypf","","","index","是"
"evaluateSubmit","1级路由","","zhcpXszpZc","/zhcp/v3/zhcpZtcypf/zcZtcypf","zhcpXszpZc","","","index","是"
"evaluateSubmit","1级路由","","getZhcpXscjMx","/zhcp/v3/zhcpXs/getZhcpXscjMx","getZhcpXscjMx","","","index","是"
"evaluateSubmit","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"evaluateSubmit","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"evaluateSubmit","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"evaluateSubmit","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","index","/business/platform/file/uploader/index.vue","index","是"
"evaluateSubmit","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"evaluateSubmit","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"bjcpindex","1级路由","","queryZhcpXzcpPcList","/zhcp/v3/zhcpPc/queryZhcpXzcpPcList","queryZhcpXzcpPcList","","","cplist","是"
"bjcpindex","1级路由","","queryXzcpXx04List","/zhcp/v3/zhcpZtcy/queryXzcpXx04List","queryXzcpXx04List","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","queryZhcpXzcpXsList","/zhcp/v3/zhcpXs/queryZhcpXzcpXsList","queryZhcpXzcpXsList","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","getYjzbByPcAndZt","/zhcp/v3/zhcpYjzb/getYjzbByPcAndZt","getYjzbByPcAndZt","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","getEjzbByPcZt","/zhcp/v3/zhcpEjzb/getEjzbByPcZt","getEjzbByPcZt","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","zhcpZbxQuery","/zhcp/v3/zhcpZbx/query","zhcpZbxQuery","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","sendZtcypf","/zhcp/v3/zhcpZtcypfShjl/sendZtcypf","sendZtcypf","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","getZhcpXscjMx","/zhcp/v3/zhcpXs/getZhcpXscjMx","getZhcpXscjMx","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","getZhcpXscjMx","/zhcp/v3/zhcpXs/getZhcpXscjMx","getZhcpXscjMx","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","sendZtcypf","/zhcp/v3/zhcpZtcypfShjl/sendZtcypf","sendZtcypf","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcpindex","1级路由","","zhcpZtcypfShjlQuery","/zhcp/v3/zhcpZtcypfShjl/query","zhcpZtcypfShjlQuery","cplist","/views/modules/zhcp/bjcp/cplist.vue","cplist","是"
"bjcplist","1级路由","","queryXzcpXx04List","/zhcp/v3/zhcpZtcy/queryXzcpXx04List","queryXzcpXx04List","","","index, zjcp, gccp, detail","是"
"bjcplist","1级路由","","queryZhcpXzcpXsList","/zhcp/v3/zhcpXs/queryZhcpXzcpXsList","queryZhcpXzcpXsList","","","index, zjcp, gccp, detail","是"
"bjcplist","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","zjcp","/views/modules/zhcp/bjcp/zjcp.vue","index, zjcp, gccp, detail","是"
